,beta1,beta2,lr,num_epochs,weight_decay,arm_name,metric_name,mean,sem,trial_index
0,0.9403743352890015,0.3417079063653946,0.001158617404841429,9.0,0.21661725640296936,0_0,online,0.9695,0.0,0
1,0.03401543911546469,0.18724104595184327,0.00010197084429615139,12.0,0.07759090662002563,0_1,online,0.9045,0.0,0
2,0.5280744143128395,0.9489230976104737,0.02701028855954077,2.0,0.2895085752010345,0_2,online,0.8035,0.0,0
3,0.2237123830318451,0.44039901700615885,0.04748236998419113,13.0,0.0676654726266861,0_3,online,0.944,0.0,0
4,0.7130020163655281,0.6713775919675827,0.0003245468902170241,4.0,0.16466839313507078,0_4,online,0.9116666666666666,0.0,0
5,0.3446794255036868,0.3384758893196942,0.003941189439909068,12.0,0.2364834680049189,3_0,online,0.9791666666666666,0.0,3
6,0.13612748225193083,0.3394781134800902,0.00647399471556514,13.0,0.24284959916443755,3_1,online,0.9788333333333333,0.0,3
7,0.48538058902665027,0.3202392533609758,0.0018679951789620883,12.0,0.24065553279276983,3_2,online,0.9776666666666667,0.0,3
8,0.4384517966362419,0.36142889812540685,0.005390731966205794,11.0,0.22244270586515955,3_3,online,0.9781666666666666,0.0,3
9,0.3050401961922969,0.32567314345322435,0.00445580846082796,10.0,0.27169156429095254,3_4,online,0.9756666666666667,0.0,3
10,0.638727028997438,0.29940856531173193,0.009434001887093806,13.0,0.2576770656352341,5_0,online,0.98,0.0,5
11,0.27141391309295715,0.2762041518925867,0.007355518972176508,11.0,0.22604753854250342,5_1,online,0.981,0.0,5
12,0.5694062254868318,0.3652094082794649,0.005065185084258925,15.0,0.28127671738550286,5_2,online,0.9845,0.0,5
13,0.999,0.2930345738989314,0.008638278509681886,10.0,0.2727950817537626,5_3,online,0.10116666666666667,0.0,5
14,0.999,0.3307694329262167,0.006808654951968802,15.0,0.2103953305252448,5_4,online,0.7693333333333333,0.0,5
15,0.42889460907904786,0.3005644517231672,0.012908448539146267,14.0,0.2657707626137328,7_0,online,0.9768333333333333,0.0,7
16,0.8427462393609988,0.3665658358293537,0.0003089439404236356,9.0,0.18989470353513596,7_1,online,0.953,0.0,7
