,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
0,0.7094268798828125,0.014265689067542553,0.839978814125061,0.20179349184036255,0.1928081065416336,0.46438392996788025,0.5172925591468811,0.05225037783384323,0.8275223970413208,0.39339497685432434
1,0.8564716577529907,0.8871060609817505,0.6818109154701233,0.7940636277198792,0.3946952521800995,0.6262405514717102,0.8335379362106323,0.5330098271369934,0.025076765567064285,0.22035041451454163
2,0.11935421079397202,0.3080291450023651,0.09188908338546753,0.46686920523643494,0.7700580954551697,0.006492431275546551,0.21568551659584045,0.29476505517959595,0.7188774943351746,0.9652515649795532
3,0.24126070737838745,0.7990211248397827,0.9856765866279602,0.6343923211097717,0.3520333766937256,0.19504976272583008,0.3700709939002991,0.1425241380929947,0.3091390132904053,0.021712640300393105
4,0.9689793586730957,0.38011524081230164,0.27088063955307007,0.11970459669828415,0.9774001836776733,0.5628505945205688,0.737936794757843,0.9042145013809204,0.9423909783363342,0.7929180264472961
5,0.5891457796096802,0.5075790286064148,0.23772619664669037,0.899590015411377,0.6812671422958374,0.2759767472743988,0.92930006980896,0.38442283868789673,0.14433905482292175,0.5864529013633728
6,0.3246769607067108,0.17265596985816956,0.5228078365325928,0.35365232825279236,0.05590415000915527,0.90378338098526,0.06132601574063301,0.6306059956550598,0.6037647724151611,0.3489322364330292
7,0.27022624015808105,0.9766292572021484,0.0414874292910099,0.043271757662296295,0.14029544591903687,0.9833160042762756,0.47649839520454407,0.45361578464508057,0.33292827010154724,0.7326755523681641
8,0.5034452080726624,0.3428918123245239,0.7014737129211426,0.7180275321006775,0.5146846175193787,0.35257965326309204,0.60812908411026,0.7154353857040405,0.9193418622016907,0.4565883278846741
9,0.9306114315986633,0.7166792750358582,0.7893100380897522,0.3095681071281433,0.8420905470848083,0.550571084022522,0.7915295362472534,0.19613401591777802,0.24575917422771454,0.1572200506925583
10,0.17164286971092224,0.10442870855331421,0.4496628940105438,0.9530738592147827,0.4676975607872009,0.1759343445301056,0.15997661650180817,0.9421879649162292,0.502092719078064,0.9035307168960571
11,0.034156084060668945,0.5973748564720154,0.5968988537788391,0.14891929924488068,0.9083155393600464,0.11446741223335266,0.25585800409317017,0.6180870532989502,0.46732714772224426,0.0853503867983818
12,0.802523672580719,0.20773428678512573,0.1318892538547516,0.6049336194992065,0.2839262783527374,0.7371452450752258,0.6373670697212219,0.3641982078552246,0.7881157398223877,0.8541849255561829
13,0.6393960118293762,0.8342530727386475,0.3447350561618805,0.38359951972961426,0.1132509857416153,0.41414058208465576,0.945885419845581,0.84446781873703,0.11111616343259811,0.5252489447593689
14,0.3999510705471039,0.47000157833099365,0.8800915479660034,0.8708638548851013,0.7376440763473511,0.7968318462371826,0.06421089172363281,0.10610812902450562,0.6330747008323669,0.2852315902709961
15,0.40912675857543945,0.870119035243988,0.7440294027328491,0.9132428169250488,0.8089421391487122,0.7042106986045837,0.5565952062606812,0.3144155442714691,0.6881133913993835,0.7669634222984314
16,0.677502453327179,0.4492723345756531,0.029137982055544853,0.33217209577560425,0.43455392122268677,0.08494704216718674,0.4224940538406372,0.5761016607284546,0.055832382291555405,0.04354752600193024
17,0.7643666863441467,0.5770879983901978,0.49594730138778687,0.679295003414154,0.23217089474201202,0.7619556188583374,0.23888248205184937,0.08753147721290588,0.8592667579650879,0.34363579750061035
18,0.024929862469434738,0.24413442611694336,0.781177818775177,0.06697431206703186,0.6065629124641418,0.3865923583507538,0.8728477358818054,0.8337189555168152,0.3969095051288605,0.5958688855171204
19,0.14525510370731354,0.7350128889083862,0.17248553037643433,0.7686471343040466,0.017516043037176132,0.3229982554912567,0.7147388458251953,0.7281391620635986,0.573001503944397,0.414529025554657
20,0.8784669041633606,0.06998180598020554,0.5825977921485901,0.4688330888748169,0.641904354095459,0.9503204226493835,0.33076027035713196,0.47414734959602356,0.17509548366069794,0.6461913585662842
21,0.5556402802467346,0.9427163004875183,0.9244203567504883,0.5035715103149414,0.9375414848327637,0.1483250856399536,0.022022398188710213,0.9861246943473816,0.9741345047950745,0.9753667116165161
22,0.2966645658016205,0.36166805028915405,0.3346550464630127,0.23500743508338928,0.3131493628025055,0.5156338214874268,0.9061102271080017,0.24786801636219025,0.27740225195884705,0.21392780542373657
23,0.3662375807762146,0.5415225028991699,0.8550360202789307,0.4285028278827667,0.4904683530330658,0.5972340106964111,0.5693067312240601,0.9149634838104248,0.5338335037231445,0.8281368613243103
24,0.5939633846282959,0.1538492739200592,0.39035841822624207,0.8181324601173401,0.865835964679718,0.22308936715126038,0.4528123140335083,0.1611008495092392,0.21402713656425476,0.1072176992893219
25,0.9641226530075073,0.7807180285453796,0.10323281586170197,0.16257266700267792,0.5389106869697571,0.9362327456474304,0.13629859685897827,0.672591507434845,0.888573944568634,0.2800286114215851
26,0.19966097176074982,0.4145316779613495,0.6381886601448059,0.5834523439407349,0.16354689002037048,0.3059808611869812,0.7527143359184265,0.434205561876297,0.36368751525878906,0.5346325039863586
27,0.06375543773174286,0.9073624014854431,0.28398242592811584,0.2529003918170929,0.7143926620483398,0.49248456954956055,0.6610441207885742,0.0005163177847862244,0.6648144125938416,0.4776899516582489
28,0.8344423770904541,0.27165958285331726,0.944308340549469,0.9862886667251587,0.08902491629123688,0.8746837377548218,0.29467225074768066,0.7623172998428345,0.07938303053379059,0.7079427242279053
29,0.7314952611923218,0.6453392505645752,0.5321923494338989,0.017853988334536552,0.26018083095550537,0.03655758500099182,0.10303226858377457,0.2742334306240082,0.757348895072937,0.9136782884597778
30,0.4943697154521942,0.035025499761104584,0.19215217232704163,0.7199922204017639,0.8855447769165039,0.6587509512901306,0.9695705771446228,0.5203059315681458,0.49808746576309204,0.15070398151874542
31,0.48360776901245117,0.8918177485466003,0.7546056509017944,0.13986946642398834,0.09783816337585449,0.25066685676574707,0.18842731416225433,0.18143881857395172,0.8017279505729675,0.6268633604049683
32,0.7422178387641907,0.2873186469078064,0.46925297379493713,0.6212921738624573,0.7232028245925903,0.8821336030960083,0.8219195604324341,0.9275537729263306,0.45064160227775574,0.4337199330329895
33,0.8158679604530334,0.6609230041503906,0.006393834017217159,0.4057996869087219,0.927531361579895,0.21635548770427704,0.5132851004600525,0.4078250527381897,0.6520814895629883,0.20247167348861694
34,0.08229050785303116,0.019312024116516113,0.7214072346687317,0.855972409248352,0.30216288566589355,0.5883046984672546,0.37968748807907104,0.6694615483283997,0.09591513127088547,0.9869303703308105
35,0.21237565577030182,0.5260007381439209,0.32613202929496765,0.0576508454978466,0.8218813538551331,0.6518034934997559,0.03407099097967148,0.7672135829925537,0.9361268281936646,0.05546904727816582
36,0.9514468312263489,0.1695007085800171,0.9157753586769104,0.6953321695327759,0.4465165436267853,0.027902979403734207,0.9176857471466064,0.02903699316084385,0.31941547989845276,0.7549038529396057
37,0.6144905686378479,0.7963246703147888,0.577937126159668,0.2926971912384033,0.14891867339611053,0.8186678290367126,0.7339250445365906,0.5097334980964661,0.5174384713172913,0.6156622767448425
38,0.34574922919273376,0.39881056547164917,0.16794702410697937,0.9616284966468811,0.5242872834205627,0.4391483664512634,0.35044994950294495,0.2557836174964905,0.22689710557460785,0.3239489793777466
