,beta1,beta2,lr,num_epochs,weight_decay,arm_name,metric_name,mean,sem,trial_index
0,0.7867611125707626,0.8216785027384758,0.008752366581867357,10.0,0.1258939415216446,0_0,online,0.9755,0.0,0
1,0.1216455821916461,0.5053906717300415,0.0711394503111679,14.0,0.15306100845336915,0_1,online,0.8721666666666666,0.0,0
2,0.5688672326803207,0.35535411116480825,0.0002271561822147421,2.0,0.06708429604768752,0_2,online,0.7833333333333333,0.0,0
3,0.21970034243166447,0.9401864111423492,0.0005080026167820253,13.0,0.2885266363620758,0_3,online,0.964,0.0,0
4,0.7127578817009926,0.16536329014599324,0.02828382526469084,4.0,0.0909301221370697,0_4,online,0.10983333333333334,0.0,0
5,0.4864571537019452,0.8802320697260895,0.003436044027280402,12.0,0.19327242203896947,1_0,online,0.9806666666666667,0.0,1
6,0.999,0.999,0.012676593796880124,11.0,0.07419081570144509,1_1,online,0.9576666666666667,0.0,1
7,0.0,0.6853757658713435,0.001808844823905568,15.0,0.3,1_2,online,0.9768333333333333,0.0,1
8,0.3609909465631851,0.9989999999999998,0.0001,9.0,0.3,1_3,online,0.8871666666666667,0.0,1
9,0.5715291937763733,0.8219935753313956,0.1,13.0,0.12481083214695253,1_4,online,0.10983333333333334,0.0,1
10,0.8457145021082036,0.9607653173388476,0.002764006358151933,11.0,0.1311457861220911,2_0,online,0.9785,0.0,2
11,0.23780464174011992,0.6803895090238096,0.0015376067672049332,12.0,0.23304363063935943,2_1,online,0.9761666666666666,0.0,2
12,0.22137350769995903,0.9820871231666641,0.003373085766030016,15.0,0.3,2_2,online,0.9808333333333333,0.0,2
13,0.5560863797599017,0.994011517971655,0.001317074695463087,8.0,0.26437234748089955,2_3,online,0.9703333333333334,0.0,2
14,0.6685945351793301,0.7774738451564916,0.001756001294814596,14.0,0.09429330164940701,2_4,online,0.9781666666666666,0.0,2
15,0.0,0.5416433353814386,0.013175094897706288,15.0,0.21541986909392258,3_0,online,0.9741666666666666,0.0,3
16,0.5470498192339925,0.7848389606380448,0.0010335435025389608,14.0,0.2676631074479899,3_1,online,0.9743333333333334,0.0,3
17,0.4202578936587462,0.9683983888266315,0.0010303318041347857,9.0,0.12254721848182072,3_2,online,0.9685,0.0,3
18,0.10417830265539615,0.9369568712139136,0.0022232147000436076,9.0,0.29999999999999993,3_3,online,0.978,0.0,3
19,0.06264715772644616,0.9415963695107914,0.0014112843790608566,15.0,0.16598372511628987,3_4,online,0.978,0.0,3
20,0.32665349113941194,0.03086522365361452,0.0031923045450150188,12.0,0.19349014163017272,0_0,online,0.9771666666666666,0.0,0
21,0.5329205469489098,0.3107314749062061,0.018994377762212425,11.0,0.07237623631954193,0_1,online,0.9703333333333334,0.0,0
22,0.23238157519698144,0.6762849964499473,0.000879055946671615,5.0,0.24178937673568723,0_2,online,0.9565,0.0,0
23,0.6910815221071244,0.2338733422011137,0.001804984520066026,8.0,0.13308295011520385,0_3,online,0.9763333333333334,0.0,0
24,0.007879311391152442,0.8468608147501946,0.08454412479819814,8.0,0.15234854221343994,0_4,online,0.099,0.0,0
25,0.563621723311529,0.08785739901771152,0.003722962248109798,12.0,0.1076206251733746,1_0,online,0.977,0.0,1
26,0.3877936479370215,0.28300668076824737,0.001126712217798214,8.0,0.22049244974191565,1_1,online,0.969,0.0,1
27,0.600448236893349,0.06995717922421875,0.023082366775586297,8.0,0.16560305577636816,1_2,online,0.099,0.0,1
28,0.7772017805305224,0.47474233240282304,0.003039926029901887,9.0,0.03455830031401873,1_3,online,0.9781666666666666,0.0,1
29,0.2515096613318539,0.1136744101576885,0.0015358274521124764,9.0,0.06996430462092419,1_4,online,0.9741666666666666,0.0,1
30,0.4629243495382526,0.3957158243490222,0.004995922096408541,12.0,0.05954379135987503,2_0,online,0.9783333333333334,0.0,2
31,0.4710503441248978,0.21878402098369396,0.0008300463096546164,11.0,0.14461668604527336,2_1,online,0.9715,0.0,2
32,0.6990886867875402,0.3044859615308076,0.014023583226568171,13.0,0.0,2_2,online,0.10983333333333334,0.0,2
33,0.4629865009751965,0.5345201057133242,0.0007461671366439774,7.0,0.10845696475360367,2_3,online,0.9611666666666666,0.0,2
34,0.08062900086974474,0.13967725686754198,0.0042956892835990905,14.0,0.09783636679147388,2_4,online,0.9788333333333333,0.0,2
35,0.6394745200118211,0.4186941523874441,0.002760621142650857,9.0,0.07737933965262864,3_0,online,0.9793333333333333,0.0,3
36,0.0749211793009877,0.20713825508885791,0.0011023091373365797,13.0,0.1985056483429875,3_1,online,0.9741666666666666,0.0,3
37,0.2519718314709742,0.4957906542254338,0.0042330143671825025,11.0,0.09691767782386759,3_2,online,0.9791666666666666,0.0,3
38,0.8360200257295191,0.2610946850380335,0.0007268619491996334,10.0,0.07559437804662068,3_3,online,0.9691666666666666,0.0,3
39,0.5125451872266665,0.581408864628994,0.003781588806273341,5.0,0.05724776665426062,3_4,online,0.9706666666666667,0.0,3
40,0.13980678221583367,0.11690476240217686,0.014333093812457733,12.0,0.19029117822647093,0_0,online,0.9708333333333333,0.0,0
41,0.7037582443356514,0.35062825950980187,0.03356320372362319,10.0,0.08919956982135772,0_1,online,0.6538333333333334,0.0,0
42,0.2517324032485485,0.9622457048892975,0.0012889905338255517,6.0,0.2329858124256134,0_2,online,0.9675,0.0,0
43,0.5854108693599701,0.18127174499630927,0.001935769360221591,8.0,0.024672281742095948,0_3,online,0.977,0.0,0
44,0.38569576272368433,0.5043577439188958,0.048220890698373424,8.0,0.18721067905426025,0_4,online,0.9498333333333333,0.0,0
45,0.46072375311458263,0.08995791181359614,0.00041534336362777496,7.0,0.006043122594398062,1_0,online,0.9535,0.0,1
46,0.03760134168741487,0.41105731553318303,0.010327137555624762,9.0,0.23926314888919686,1_1,online,0.9766666666666667,0.0,1
47,0.09570728475661354,0.0,0.002147782996116665,12.0,0.11516357700980175,1_2,online,0.1015,0.0,1
48,0.04952190450544722,0.0,0.08247210572030915,14.0,0.2438092755557615,1_3,online,0.1015,0.0,1
49,0.8826816265397736,0.151726765504187,0.0004792493270964117,6.0,8.523676458261569e-18,1_4,online,0.10983333333333334,0.0,1
50,0.23650886866900483,0.3439351040571352,0.013342604603118069,10.0,0.2000073876177047,2_0,online,0.9731666666666666,0.0,2
51,0.20279711231220604,0.7532222192825407,0.0074893660047256555,7.0,0.22859182434800662,2_1,online,0.9768333333333333,0.0,2
52,0.49609983205700264,0.36585219372690947,0.008079759097845285,7.0,0.07643234389470185,2_2,online,0.9758333333333333,0.0,2
53,0.41131542462506787,0.3740760470417597,0.0012482858302562468,8.0,1.7473199904274192e-18,2_3,online,0.966,0.0,2
54,0.1447206950393304,0.2006016235600665,0.024491761407793727,7.0,0.1901468594442335,2_4,online,0.958,0.0,2
55,0.059283969659804314,0.47324726164993425,0.0028850741635590136,8.0,0.21699280858280998,3_0,online,0.9778333333333333,0.0,3
56,0.4232897051675238,0.15489432594727215,0.004144946390446186,7.0,0.027465498474505964,3_1,online,0.9776666666666667,0.0,3
57,0.5490781398435687,0.5241008505040713,0.004926078369835976,10.0,0.04521348572242261,3_2,online,0.9805,0.0,3
58,0.563994686933831,0.4838812125082766,0.023190013599223815,6.0,0.13126605256059656,3_3,online,0.967,0.0,3
59,0.037878633577027344,0.6772876624574653,0.027915350898013735,9.0,0.1924006402419258,3_4,online,0.9611666666666666,0.0,3
