,beta1,beta2,lr,num_epochs,weight_decay,arm_name,metric_name,mean,sem,trial_index
0,0.6292709718346595,0.943354683637619,0.0005831967686727506,12.0,0.22234704494476318,0_0,online,0.966,0.0,0
1,0.36939637979865075,0.505892338693142,0.00025087738991227065,8.0,0.12226496636867523,0_1,online,0.9256666666666666,0.0,0
2,0.7690174051523209,0.3422348204255104,0.01685365529236852,3.0,0.2812182605266571,0_2,online,0.9586666666666667,0.0,0
3,0.45680915370583536,0.8336824255585671,0.0063542594336311615,11.0,0.036531456559896466,0_3,online,0.9801666666666666,0.0,0
4,0.9315523207783699,0.014429517011158167,0.00011688310775496418,3.0,0.17871229648590087,0_4,online,0.6896666666666667,0.0,0
5,0.4983979878614559,0.4370088046807206,0.0011542853401047774,10.0,0.05157003610280861,3_0,online,0.9731666666666666,0.0,3
6,0.8545639612806922,0.32836777520791516,0.03167860104784159,5.0,0.12746568474384373,3_1,online,0.23616666666666666,0.0,3
7,0.7339915505485448,0.999,0.005070533660177063,11.0,0.16612020660271534,3_2,online,0.9815,0.0,3
8,0.40982843908417427,0.5363285437613655,0.04398701666243919,6.0,4.610896325689305e-18,3_3,online,0.9288333333333333,0.0,3
9,0.47571476690913084,0.23817938840670214,0.0002419842085553942,12.0,0.09635633181401428,3_4,online,0.9445,0.0,3
10,0.3691158189653921,0.553763825249204,0.006397828789298146,4.0,0.2999999999999999,5_0,online,0.976,0.0,5
11,0.0,0.9795668469921279,0.03498872311247852,7.0,0.0,5_1,online,0.10983333333333334,0.0,5
12,0.2293045433794617,0.24831397689845036,0.003139419733326218,11.0,0.3,5_2,online,0.977,0.0,5
13,0.8008496902714604,0.6580677580680389,0.0037459726672505584,1.0,0.29999999999999993,5_3,online,0.9433333333333334,0.0,5
14,0.058696093553134335,0.9087751239926706,0.02391774778533245,1.0,0.3,5_4,online,0.9033333333333333,0.0,5
15,0.3854936636353504,0.6998209727688257,0.0021400492993969974,12.0,0.1305165440637587,7_0,online,0.9766666666666667,0.0,7
16,0.7783051077297669,0.06456088706058102,0.012209379457171609,15.0,0.2590226532841592,7_1,online,0.099,0.0,7
17,0.47784873923070725,0.6061136705675141,0.0009303795800683766,9.0,0.3,7_2,online,0.9695,0.0,7
18,0.49795537627104086,0.13009910677645437,0.006438067726707771,2.0,0.3,7_3,online,0.9546666666666667,0.0,7
19,0.7461682312686196,0.999,0.0013692155282611631,12.0,3.1092045156047847e-18,7_4,online,0.9733333333333334,0.0,7
20,0.45065975877642633,0.6083127849698067,0.0052913904649353,9.0,0.268401700258255,0_0,online,0.9816666666666667,0.0,0
